,text,search_term,related,sentiment1,sentiment2,sentiment3
8342,Facebook said it had made an “error” in threatening to ban the organizers of hand-sewn masks from posting or commenting on its site ,Facebook,1.0,0.0,-1.0,-1.0
8346,"Aurora Cannabis falls on capital raise, reverse stock split ",Aurora Cannabis,1.0,0.0,-1.0,-1.0
8350,Starbucks plans to start reopening US locations next week. Here's what customers can expect ,Starbucks,1.0,0.0,1.0,1.0
8357,McDonald's and Starbucks are reportedly part of China's digital currency trial ,Starbucks,1.0,0.0,1.0,0.5
8359,"The restaurant industry needs a “bridge to the vaccine,” not another version of PPP, former Starbucks CEO Howard Schultz says. “We have a moment right now where we must save these independent restaurants.” ",Starbucks,1.0,1.0,0.0,0.0
8361,Starbucks to debut Beyond Meat products in China as part of coffee chain's sustainability push ,Starbucks,1.0,0.0,1.0,0.0
8368,"Ben Bernanke, video star…Starbucks rescue…pro aports in limbo…and Lady Gaga ",Starbucks,1.0,1.0,,0.0
8372,Starbucks outlines new plans to reopen stores amid the coronavirus pandemic—and how those changes will impact catastrophe pay for its employees. ,Starbucks,1.0,0.0,1.0,1.0
8375,"The SEC is investigating Luckin, a rival to Starbucks in China, over an accounting scandal. That will test the SEC’s ability to obtain information from abroad. ",Starbucks,1.0,-1.0,0.0,0.0
8377,Beyond Meat will sell plant-based “beef” in Starbucks stores in China from Wednesday ,Starbucks,1.0,0.0,1.0,1.0
8380,Starbucks expects China recovery by September as coronavirus seen easing ,Starbucks,1.0,0.0,1.0,0.5
8384,Starbucks brings Beyond Meat and Oatly to China with new plant-based lunch menu ,Starbucks,1.0,0.0,1.0,1.0
8387,Starbucks sees 47% drop in second-quarter earnings on coronavirus hit,Starbucks,1.0,0.0,-1.0,-1.0
8388,Starbucks sees sales impact from coronavirus stretching into end of 2020,Starbucks,1.0,0.0,-1.0,-1.0
8391,"""This is an emergency, a crisis like no other,"" says former Starbucks CEO Howard Schultz on the impact of coronavirus on small businesses. ""The most humane thing to do by the government is to save them because they deserve it,"" he adds. ",Starbucks,1.0,1.0,0.0,-0.5
8394,"#JustIn | 39, including doctors and nurses, test positive for #coronavirus in government-run Dr. Baba Saheb Ambedkar Hospital in Delhi's Rohini.",BABA,0.0,-1.0,0.0,0.0
8395,"Baba Ramdev says boycott China ""politically, economically"" ",BABA,0.0,-1.0,0.0,0.0
8396,"Everything you need to know about Pinduoduo, the fast-growing rival to Alibaba and JD in China ",Alibaba,1.0,-1.0,0.0,0.0
8399,China's e-commerce giant Alibaba launches its first simulation platform for testing self-driving vehicles ,Alibaba,1.0,0.0,1.0,1.0
8401,Alibaba Cloud to invest around 28 billion U.S. dollars in core technology R&amp;D within three years,Alibaba,1.0,0.0,1.0,1.0
8402,Jack Ma Foundation and Alibaba Foundation make 2nd round of donations to support Africa in the fight against #COVID19,Alibaba,1.0,0.0,1.0,0.0
8403,"U.S. blockade of donation from China violates human rights of the Cuban people, President Miguel Diaz-Canel said. U.S. cargo company hired by #JackMa's #Alibaba to carry facemasks, test kits &amp; ventilators refused to transport to Cuba in the last minute ",Alibaba,1.0,-1.0,0.0,0.0
8410,Alibaba says to invest $28 billion in cloud computing services,Alibaba,1.0,0.0,1.0,0.5
8413,"Joe Tsai, the billionaire co-founder of Chinese ecommerce giant Alibaba, and his wife Clara Wu Tsai, have donated 2.6 million masks, 170,000 goggles and 2000 ventilators to New York — the US epicenter of the coronavirus pandemic",Alibaba,1.0,1.0,0.0,0.5
8414,Oil ETF overseer addresses the risks of investing in crude-based funds $USO $DBO (via @ETFEdgeCNBC),USO,1.0,0.0,-1.0,-1.0
8415,What plunging crude prices mean for the market's largest oil ETF $USO (via @ETFEdgeCNBC) ,USO,1.0,0.0,-1.0,-1.0
8419,"WATCH | ""Iss desh ko gareeb hi chalaata hai..."": Actor @ayushmannk's strong message to the country urging citizens to treat #CoronaWarriors with respect.",KO,0.0,1.0,0.0,0.0
8422,The product that almost ruined Coca-Cola ,Coca-Cola,1.0,0.0,-1.0,-1.0
8423,Coca-Cola and Pepsi falling short on pledges over plastic – report ,Coca-Cola,1.0,0.0,-1.0,-1.0
8429,Coronavirus live updates: Coca-Cola takes a hit; proposed testing plan could cost $100 billion,Coca-Cola,1.0,0.0,-1.0,-1.0
8431,"“I think no one can predict what’s going to happen here.” The CEOs of the WWE, Coca-Cola and other companies describe the changes they’re seeing. ",Coca-Cola,1.0,-1.0,0.0,-0.5
8440,Coca-Cola expects sales to be affected by lockdowns ,Coca-Cola,1.0,0.0,-1.0,-1.0
8442,Coca-Cola forecast a hit to quarterly results due to lockdowns ,Coca-Cola,1.0,0.0,-1.0,-1.0
8443,Coca-Cola sees second-quarter sales hit from coronavirus lockdown ,Coca-Cola,1.0,0.0,-1.0,-1.0
8447,Church fund urges other ExxonMobil investors to sack board over climate ,Exxon Mobil,1.0,0.0,-1.0,1.0
8448,Multinational oil and gas corporation ExxonMobil breaks ground on multibillion-dollar chemical complex in China ,Exxon Mobil,1.0,0.0,1.0,1.0
8451,Exxon Mobil maintains dividend even as oil prices crater ,Exxon Mobil,1.0,0.0,1.0,1.0
8452,Exxon Mobil starts building $10 billion China petrochemical complex: Xinhua,Exxon Mobil,1.0,0.0,1.0,1.0
8456,"California developer says the state’s coronavirus lockdown was an act of God that prevented it from completing a $4.2 million property acquisition, asking a court to prevent owner Exxon Mobil from selling to any other buyers",Exxon Mobil,1.0,-1.0,0.0,0.0
8458,"Exxon Mobil cuts 2020 capital spending by 30%, says spending for 2021 could be lowered as well",Exxon Mobil,1.0,0.0,-1.0,-1.0
8459,Exxon Mobil to slash capital spending by 30% due to a drop in demand and prices,Exxon Mobil,1.0,0.0,-1.0,-1.0
8462,"China is ready to assist Ukraine in medical supplies within its capacity and share experience on #COVID19 prevention and control without reservation, says State Councilor &amp; FM Wang Yi in a phone conversation with Ukrainian FM @DmytroKuleba @MFA_Ukraine",MFA,0.0,1.0,0.0,0.0
8465,"“I do think there’s such a pent-up demand for travel, for people to visit friends and family again, to go on vacation,” JetBlue CEO Robin Hayes says, as the coronavirus pandemic takes its toll on air travel demand. ",JetBlue,1.0,-1.0,0.0,-1.0
8470,Transportation Department says JetBlue and Spirit can’t cut service to dozens of cities during pandemic ,JetBlue,1.0,0.0,-1.0,-1.0
8480,JetBlue seeks U.S. approval to temporarily halt flights to 11 airports,JetBlue,1.0,0.0,-1.0,-1.0
8481,JetBlue seeks government permission to suspend flying at some airports as demand drops ,JetBlue,1.0,0.0,-1.0,-1.0
8494,"""Jeff Bezos will be remembered for Amazon's response to this crisis. No wonder he is back in charge"" | James Titcomb ",Amazon,1.0,1.0,0.0,0.0
8496,More than 50 Amazon warehouses across the world have reported cases of #coronavirus,Amazon,1.0,0.0,-1.0,-1.0
8499,Amazon fires warehouse worker who spoke out about lack of coronavirus protection ,Amazon,1.0,0.0,-1.0,-1.0
8501,"It's not just the Amazons, eBays and Walmarts of the world that are facing colossal demand. Small Canadian businesses that sell luxury products online have seen a sales surge as well. ",Amazon,1.0,1.0,-1.0,1.0
8502,The president of the postal workers' union says Amazon workers tasked with delivering key medical equipment need more protections. ,Amazon,1.0,0.0,-1.0,-0.5
8503,Amazon says it fired an employee for repeatedly violating orders to quarantine himself. The employee says he's being fired for speaking out. ,Amazon,1.0,0.0,-1.0,-1.0
8504,Amazon buying heat-sensing cameras from Chinese firm blacklisted by US ,Amazon,1.0,0.0,-1.0,-1.0
8505,SumOfUs wants Amazon to invest in staff health. If Bezos don't listen the brand could get sick ,Amazon,1.0,0.0,-1.0,-1.0
8507,Amazon worker fired after raising safety concerns is starting a revolution from the outside ,Amazon,1.0,0.0,-1.0,-1.0
8509,Amazon climate group plan employee 'sickout' in protest of treatment of workers ,Amazon,1.0,0.0,-1.0,-1.0
8516,Amazon ordered to pause all non-essential deliveries in France ,Amazon,1.0,0.0,-1.0,-1.0
8521,Amazon creating a lab to screen its workers for coronavirus ,Amazon,1.0,0.0,1.0,0.5
8522,Jeff Bezos tours Amazon warehouse amid backlash over safety ,Amazon,1.0,0.0,1.0,-1.0
8524,Jeff Bezos named richest person in the world while Amazon workers protest warehouse conditions ,Amazon,1.0,0.0,0.5,-1.0
8526,AOC blasts Amazon as 'racist' after leaked notes say execs planned to publicly shame black worker ,Amazon,1.0,0.0,-1.0,-1.0
8527,AOC calls Amazon 'racist' over dismissal of black worker leading coronavirus protest ,Amazon,1.0,0.0,-1.0,-1.0
8529,Amazon employee fired after protesting lack of coronavirus protection for warehouse workers ,Amazon,1.0,0.0,-1.0,-1.0
8534,The price of poor safety conditions of #Amazon workers #COVID19 #coronavirus,Amazon,1.0,0.0,-1.0,-1.0
8536,Amazon isn’t above the virus. And they're gonna pay for it. ,Amazon,1.0,0.0,-1.0,-1.0
8537,"'Amazon might tell us that “Speed matters in business"", but Bezos, as reflected in his modus operandi so far during the pandemic, has also clearly bought into Gordon Gekko’s dubious philosophy of “greed is good.”' - Jason O’Toole ",Amazon,1.0,1.0,-1.0,-1.0
8541,Amazon sacks employee who led #COVID19 walkout,Amazon,1.0,0.0,-1.0,-1.0
8542,‘We will go to the governor's door’: Fired Amazon walkout leader vows BIGGER protest if Covid-19 safety demands not met,Amazon,1.0,0.0,-1.0,-1.0
8545,Hundreds of Amazon warehouse workers to call in sick in protest over coronavirus safety ,Amazon,1.0,0.0,-1.0,-1.0
8546,Deliveroo warning of collapse paves way for Amazon investment ,Amazon,1.0,0.0,1.0,1.0
8551,'Jeff Bezos values profits above safety': Amazon workers voice pandemic concern ,Amazon,1.0,0.0,-1.0,-1.0
8553,Brazil confirms first indigenous case of coronavirus in Amazon ,Amazon,0.0,0.0,-1.0,-1.0
8554,French court rejects Amazon's appeal over ruling to limit deliveries during Covid-19 crisis,Amazon,1.0,0.0,-1.0,-1.0
8555,Amazon extends closure of French warehouses as Covid-19 worker safety fight continues,Amazon,1.0,0.0,-1.0,-1.0
8556,Amazon extends French warehouse closures amid Covid-19 court dispute,Amazon,1.0,0.0,-1.0,-1.0
8568,"Facing a lack of passengers amid coronavirus, leisure airline speeds up plan to fly Amazon packages ",Amazon,1.0,1.0,-1.0,-1.0
8570,Amazon buying thermal cameras from Chinese firm on U.S. blacklist ,Amazon,1.0,0.0,-1.0,-1.0
8585,Correction: Amazon extends wage increases for warehouse workers during coronavirus pandemic ,Amazon,1.0,0.0,1.0,0.5
8586,Columbia's coronavirus plasma therapy study will be funded by $2.5 million from Amazon.,Amazon,1.0,0.0,1.0,0.0
8588,Amazon's top watchdog in Congress says its witness 'may have lied' ,Amazon,1.0,0.0,-1.0,-0.5
8590,Amazon has seen an unprecedented surge in demand during the coronavirus crisis. We spoke with employees across the country to see what it’s like to work inside an Amazon warehouse right now. ,Amazon,1.0,0.0,1.0,1.0
8591,"Amazon uses data from third-party sellers to develop its own products, WSJ investigation finds ",Amazon,1.0,1.0,0.0,-1.0
8592,New for subscribers: Wall Street analysts see upside in stocks like Amazon ahead of earnings ,Amazon,1.0,0.0,1.0,1.0
8593,New for subscribers: Goldman becomes the biggest Amazon bull on the Street ,Amazon,1.0,0.0,1.0,1.0
8598,Amazon tells cloud customers it's 'here to help' as businesses face financial hardship ,Amazon,1.0,0.0,1.0,1.0
8600,New for subscribers: Analysts see stocks like Amazon and Walmart continuing to benefit from the coronavirus pandemic ,Amazon,1.0,0.0,1.0,1.0
8601,Amazon invests $10 million to help conserve forests as part of climate change plan,Amazon,1.0,0.0,1.0,0.5
8603,Amazon warehouse workers plan nationwide protest this week to demand coronavirus protections ,Amazon,1.0,0.0,-1.0,-1.0
8604,Mark Cuban says Amazon stock will keep going 'up up up' because of behavior change during shutdown ,Amazon,1.0,0.0,1.0,1.5
8608,"Welcome to Roundup, Montana — a hotspot for Amazon “prep centers.” Earlier this year, we flew to the small town to get a closer look at the role these facilities play in Amazon’s vast supply chain. Watch the full video here: ",Amazon,0.0,1.0,0.0,0.0
8609,How the coronavirus and retail closures are accelerating the rise of Amazon ,Amazon,1.0,0.0,1.0,1.0
8614,Amazon employees plan 'online walkout' to protest firings and treatment of warehouse workers ,Amazon,1.0,0.0,-1.0,-1.0
8621,Amazon slashes commission rates for program that gives publishers a cut of sales ,Amazon,1.0,0.0,-1.0,-1.0
8625,Amazon fires three employees who were outspoken critics of its labor practices. ,Amazon,1.0,0.0,-1.0,-1.0
8627,Amazon stock hits a new all-time high ,Amazon,1.0,0.0,1.0,1.0
8629,Amazon allows sellers to start shipping non-essential items again ,Amazon,1.0,0.0,1.0,1.0
8638,Amazon sellers are finding new opportunity selling protective gear to hospitals as shortages rage ,Amazon,1.0,0.0,1.0,1.0
8640,Amazon says it could soon begin testing some warehouse workers for the coronavirus ,Amazon,1.0,0.0,1.0,0.0
8642,"Jeff Bezos makes surprise visit to Amazon warehouse, Whole Foods store amid worker safety concerns ",Amazon,1.0,1.0,0.0,0.0
8645,Amazon warehouse workers say they struggle to get paid despite sick leave policy ,Amazon,1.0,0.0,-1.0,-1.0
8650,Coronavirus live updates: Amazon testing disinfectant fog at New York warehouse after protests. ,Amazon,1.0,0.0,1.0,0.0
8656,"Amazon is no longer allowing consumers to buy N95 masks and coronavirus diagnostic kits on its site, as it prioritizes shipping those items to hospitals and government agencies.",Amazon,1.0,-1.0,0.0,0.0
8657,Top Amazon lawyer calls fired strike organizer 'not smart or articulate' in meeting with top execs ,Amazon,1.0,0.0,-1.0,-1.0
8658,"Amazon blocks sale of N95 masks to the public, begins offering supplies to hospitals",Amazon,1.0,-1.0,1.0,0.0
8663,Apple has a new agreement with Amazon that lets you rent movies through Prime Video on iPhone ,Amazon,1.0,0.0,1.0,1.0
8666,Amazon workers plan strike at Michigan warehouse to call for coronavirus protections ,Amazon,1.0,0.0,-1.0,-1.0
8669,Hundreds of Amazon staffers will skip work to protest company's safety plan after 75 test positive for coronavirus,Amazon,1.0,0.0,-1.0,-1.0
8670,Amazon faces scrutiny after firing workers who warned of dangerous conditions at warehouses amid coronavirus outbreak ,Amazon,1.0,0.0,-1.0,-1.0
