,text,search_term,label0
7713,"Leasing company Avolon cancels order for 75 Boeing MAX jets, 4 Airbus A330s",Boeing,1
7715,Boeing to temporarily suspend Philadelphia area operations amid coronavirus outbreak ,Boeing,1
7716,U.S. Air Force to release $882 million to Boeing: official,Boeing,1
7717,U.S. Air Force recommends paying Boeing up to $924 million: sources,Boeing,1
7721,Boeing CEO sees lasting impact of coronavirus pandemic on aerospace industry: memo ,Boeing,1
7724,Boeing ponders its bail-out options ,Boeing,1
7725,"Boeing has a safety net. A third of revenues in 2019 came from its defence arm, which, with its services division, will bring in $5bn in profits this year",Boeing,1
7726,Boeing's new boss Dave Calhoun may have to pick between a bitter market rescue and an unsavoury government one ,Boeing,1
7727,Congress included Boeing's plea for $60bn to aid American aviation in a $2trn stimulus package. But help would come with strings attached,Boeing,1
7728,"Dave Calhoun, Boeing’s new boss, says that the firm has $15bn in liquidity",Boeing,1
7729,The question is not whether Boeing will survive but how ,Boeing,1
7731,"Boeing announced it would cut 10% of its jobs, about 16,000 positions, through a combination of buyouts, natural attrition and involuntary layoffs. The cuts will be deepest in Boeing's commercial airplane unit -- about 15% of jobs.",Boeing,1
7732,"Boeing has terminated its $4.2 billion deal with Brazilian aircraft maker Embraer, the American company announced Saturday. The deal would have given Boeing a bigger stake in the market for smaller jets and help the company develop airplanes more cheaply.",Boeing,1
7733,"New Hampshire has received more than half a million face masks, courtesy of Boeing and inventor Dean Kamen. ",Boeing,1
7734,"Boeing is planning to call 27,000 employees back to work this week in Washington state to begin building airplanes again",Boeing,1
7735,The utter collapse of demand for air travel means its airline customers may not need those Boeing jets -- and might not even accept them ,Boeing,1
7740,"Boeing is extending the temporary suspension of production operations at its Puget Sound and Moses Lake facilities in Washington state because of the coronavirus pandemic, the company says. ",Boeing,1
7741,"Boeing said it's cutting about 16,000 jobs after reporting that revenue tumbled 26% in the first 3 months of the year",Boeing,1
7742,"Boeing, which is contending with the economic fallout from the coronavirus pandemic and the grounding of its 737 Max jets, said that it had terminated an agreement to buy 80% of Embraer’s commercial jet business for $4.2 billion",Boeing,1
7743,"Boeing plans to bring about 27,000 employees back to work in Washington State to resume aircraft production. The announcement is the first attempt at large-scale resumption of business activity by a U.S. corporation.",Boeing,1
7745,"Inovio expects to finish recruiting coronavirus vaccine volunteers by end of April, CEO says ",Inovio,1
7746,United Airlines sued by passenger for refusing to refund cancelled flights ,United Airlines,1
7748,"Stocks making the biggest moves after hours: IBM, JM Smucker, United Airlines and more ",United Airlines,1
7749,"United Airlines posts $2.1 billion loss amid coronavirus, seeks more government aid",United Airlines,1
7756,United Airlines is scaling back flights to two New York City-area airports in an effort to reduce the number of employees who report there. ,United Airlines,1
7757,"JUST IN: United Airlines, the first U.S. airline to disclose preliminary information on how the pandemic has impacted its financial results, said it lost $2.1 billion on a pretax basis in the first quarter of 2020.",United Airlines,1
7758,"United Airlines expects to report a $2.1 billion pretax loss in the first quarter, as the coronavirus pandemic decimated demand",United Airlines,1
7759,United Airlines sells $1 billion of stock in fresh move to weather pandemic,United Airlines,1
7763,United Airlines likely to report a $2.1 billion quarterly pretax loss amid the coronavirus pandemic,United Airlines,1
7765,United Airlines sees first-quarter $2.1 billion pretax loss as coronavirus hits LatAm investments,United Airlines,1
7766,United Airlines drastically cuts California flights to match demand ,United Airlines,1
7767,"United Airlines, whose shares have plummeted in value by 68% in the last 9 weeks, is planning to raise $1 billion by selling additional shares. It's a highly unusual move for an established company that is losing money and reporting steep revenue declines.",United Airlines,1
7772,‘We’re also human beings': Uber drivers pay tribute to colleagues lost to Covid-19 – video,UBER,1
7773,Uber driver dies from Covid-19 after hiding it over fear of eviction,UBER,1
7774,"Benchmark's Bill Gurley, who led the firm's Uber investment, will stop doing new deals this year ",UBER,1
7775,"Americans are turning to delivery services more than ever before, and gig workers from Amazon Flex, Uber Eats, Instacart, Postmates, Grubhub, Target’s Shipt and DoorDash are on the front lines. ",UBER,1
7778,"Uber and GrubHub will be 'harmed' by the coronavirus crisis because of their gig models, Chanos says ",UBER,1
7779,Uber said it would pay drivers who get the coronavirus. This man was denied anyway ,UBER,1
7781,FT Exclusive: Uber is reviving an attempt to offer deliveries of goods ranging from medical supplies to pet food as it searches for new sources of revenue during coronavirus ,UBER,1
7782,"Former Uber CEO Travis Kalanick had launched a new business last month called ‘Internet Food Court’. Then suddenly on Tuesday, shortly after we approached him for further comment, the online presence for the company vanished ",UBER,1
7783,"This week, Uber is launching rapid deliveries of food, toiletries and cleaning products in a wide range of locations around the world, from Brazil to France ",UBER,1
7785,Uber orders tens of millions masks for drivers globally amid #CoronavirusPandemic ,UBER,1
7786,"Ola, Uber to be used for non-#COVID-19 emergencies: Karnataka government",UBER,1
7787,WATCH | “We are putting together a financial and insurance package for our driver partners to support them through the lockdown”: Uber India chief P Parameswaran. #COVID19 #CoronavirusOutbreak #CoronavirusLockdown,UBER,1
7788,"WATCH | ""One of the biggest priorities is to keep the supply lines open"": Uber India chief P Parameswaran on tie-up with Big Basket. #COVID19 #CoronavirusOutbreak #CoronavirusLockdown",UBER,1
7789,"WATCH | “We are providing masks, disinfectants, sanitisers, gloves...,” Uber India chief P Parameswaran on steps being taken to ensure protection of drivers and riders. #COVID19 #CoronavirusOutbreak",UBER,1
7790,WATCH | “It’s about putting cars at the disposal of hospital authorities so they can safely transport healthcare workers”: Uber India chief P Parameswaran on company’s partnership with National Health Authority. #COVID19 #CoronavirusOutbreak,UBER,1
7791,Uber to start shipping car disinfectants to drivers ,UBER,1
7792,"The new speakeasy: Uber Eats has turned into a rogue cocktail bar. Drivers are delivering cocktails and mimosas without ID'ing, in some cases discretely leaving the to-go drinks by the customers' doors without ever seeing their faces. ",UBER,1
7794,Uber drivers and other gig economy workers were promised unemployment benefits. It may be a long wait. ,UBER,1
7795,"An Uber driver in New York City used sheets of plastic as a protective shield between the front and back seats of the vehicle amid the coronavirus pandemic. The passenger tweeted that he felt ""much more comfortable as a passenger"" with the barrier. ",UBER,1
7798,Restaurants’ increasing dependence on companies like DoorDash and Uber Eats during the pandemic has inflamed their frustrations—and prompted some to strike back ,UBER,1
7800,Venture firm Benchmark raises new fund without early Uber investor: source ,UBER,1
7801,Uber launches website to help drivers navigate U.S. unemployment system ,UBER,1
7802,Uber to take charge of up to $2.2 billion due to coronavirus crisis,UBER,1
7807,"Grubhub, DoorDash, Postmates, Uber Eats are sued over restaurant prices amid pandemic ",UBER,1
7809,Uber to give drivers millions of face masks to battle coronavirus ,UBER,1
7810,Online food-delivery services like Uber Eats are not benefiting from the lockdown of millions of people; restaurant closures and a rise in home-cooked meals are hurting the sector ,UBER,1
7811,Millions of people staying at home may sound like a recipe for success for the online food-delivery market. But some of the world’s biggest players like Uber Eats and Just Eat have been hit by a double whammy ,UBER,1
7812,"Uber connects out-of-work U.S. ride-hail drivers to delivery, production jobs ",UBER,1
7814,French supermarket retailer Carrefour said it is teaming up with Uber Eats to deliver essentials to Parisians under lockdown ,UBER,1
7815,French supermarket retailer Carrefour and Uber Eats are teaming up to launch a new delivery service to help Parisians buy essential goods and food during the nationwide lockdown ,UBER,1
7816,France's Carrefour teams up with Uber Eats for lockdown deliveries ,UBER,1
7817,"Uber is discussing layoffs of as much as 20% of its work force, or roughly 5,400 employees, as its business has suffered in the coronavirus pandemic",UBER,1
7818,Uber and Lyft face an existential question: How will they and their drivers stay afloat when most people are staying home? ,UBER,1
7821,Cash-strapped Royal Caribbean drains its revolving credit lines due to coronavirus pandemic ,Royal Caribbean,1
7822,"Stocks making the biggest moves after hours: PVH, Royal Caribbean, AMC &amp; more ",Royal Caribbean,1
7827,"Here's how Tesla stock swings 18% higher, trader says $TSLA (via @TradingNation)",TSLA,1
7830,"Tesla ventilators won't arrive in time for coronavirus apex, Cuomo says ",Tesla,1
